"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Please select your choice below. Clicking on the ""Yes"" button below indicates that:   You have read the above information 	You voluntarily agree to participate ","Which gender do you identify with?","Which gender do you identify with? [Other]","What is your age?","In which region of the world do you live?","In which region of the world do you live? [Other]","During the following events, how frequently do you typically watch the swimming competition? [Olympics]","During the following events, how frequently do you typically watch the swimming competition? [International Swimming League(e.g., FINA World Aquatics Championships,...)]","During the following events, how frequently do you typically watch the swimming competition? [Continental events(e.g., European Aquatics Championships, Asian Swimming Championships,...)]","During the following events, how frequently do you typically watch the swimming competition? [National championships(e.g., Open de France de Nataion, Swedish Swimming Grand Prix Series, Australia Swimming Championships,...)]","During the following events, how frequently do you typically watch the swimming competition? [Regional and/or interclub competitions(e.g., Southern German Swim Competition,  Athens Highschool Swimming Meet, …)]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 1][Competition name]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 1][Watching frequency]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 2][Competition name]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 2][Watching frequency]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 3][Competition name]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 3][Watching frequency]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 4][Competition name]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 4][Watching frequency]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 5][Competition name]","If you regularly watch swimming competitions that do not fit into any of the above options, please add WHICH other competitions and select how OFTEN you watch them from some races, almost all races, and all races. (optional)  [Answer 5][Watching frequency]","Before this survey, have you ever seen information represented similar to the last image above that includes both static and moving data representations? ","Are you interested in seeing the following types of swimmer's information? [Nationality]","Are you interested in seeing the following types of swimmer's information? [Name]","Are you interested in seeing the following types of swimmer's information? [Age]","Are you interested in seeing the following types of swimmer's information? [Gender]","Are you interested in seeing the following types of swimmer's information? [Height]","Are you interested in seeing the following types of swimmer's information? [Weight]","Are you interested in seeing the following types of time information?  [Elapsed time ]","Are you interested in seeing the following types of time information?  [Lap time differences compared to other swimmers ]","Are you interested in seeing the following types of time information?  [Average lap time ]","Are you interested in seeing the following types of time information?  [Current lap time ]","Are you interested in seeing the following types of time information?  [Lap time differences compared to a record ]","Are you interested in seeing the following types of speed information? [Speed differences compared to other swimmers]","Are you interested in seeing the following types of speed information? [Speed differences compared to a record]","Are you interested in seeing the following types of speed information? [Current speed]","Are you interested in seeing the following types of speed information? [Average speed since the beginning of the race]","Are you interested in seeing the following types of speed information? [History of speed during a race ]","Are you interested in seeing the following types of speed information? [Speed-related events (acceleration, slow down...) ]","Are you interested in seeing the following types of distance information? [Distance swam from the beginning of the race]","Are you interested in seeing the following types of distance information? [Remaining distance to finish line]","Are you interested in seeing the following types of distance information? [Distance difference to leader in direction of swimming"");    $(""body"").append(zoomView);    document.getElementById(""zoomView"").style.position = ""absolute"";    $(""#zoomView"").css({ ""top"": (e.pageY - 500) + ""px"", ""left"": (e.pageX + 5) + ""px""});  }).mousemove(function(e){ $(""#zoomView"").css({ ""top"": (e.pageY - 500) + ""px"", ""left"": (e.pageX + 5) + ""px""});  }).mouseout(function(e){	$(""#zoomView"").remove();  }); ]","Are you interested in seeing the following types of distance information? [Trace of the swimmer's movement within their lane]","Are you interested in seeing the following types of distance information? [Side-by-side distance between two swimmers on neighboring lanes"");    $(""body"").append(zoomView);    document.getElementById(""zoomView"").style.position = ""absolute"";    $(""#zoomView"").css({ ""top"": (e.pageY - 500) + ""px"", ""left"": (e.pageX + 5) + ""px""});  }).mousemove(function(e){ $(""#zoomView"").css({ ""top"": (e.pageY - 500) + ""px"", ""left"": (e.pageX + 5) + ""px""});  }).mouseout(function(e){	$(""#zoomView"").remove();  }); ]","Are you interested in seeing the following types of record(s)? [World record]","Are you interested in seeing the following types of record(s)? [Competition record (e.g., Olympics record)]","Are you interested in seeing the following types of record(s)? [Swimmer's national record]","Are you interested in seeing the following types of record(s)? [Swimmer's personal record]","Are you interested in seeing the following types of data about swimming technique(s)? [Distance per stroke ]","Are you interested in seeing the following types of data about swimming technique(s)? [Reaction time at start]","Are you interested in seeing the following types of data about swimming technique(s)? [Diving distance]","Are you interested in seeing the following types of data about swimming technique(s)? [Stroke count ]","Are you interested in seeing the following types of prediction(s)? [Where will the next passing take place? ]","Are you interested in seeing the following types of prediction(s)? [Will a record be broken?]","Are you interested in seeing the following types of prediction(s)? [Who will win?]","Are you interested in seeing the following types of prediction(s)? [Estimated completion time]","Are you interested in seeing the following external data? [Information on social media followers]","Are you interested in seeing the following external data? [Recent social media data by or about the swimmer]","Are you interested in seeing the following external data? [Sponsor]","Please write down your supplementary interesting data:  [Answer 1][Data description]","Please write down your supplementary interesting data:  [Answer 1][Interest level]","Please write down your supplementary interesting data:  [Answer 2][Data description]","Please write down your supplementary interesting data:  [Answer 2][Interest level]","Please write down your supplementary interesting data:  [Answer 3][Data description]","Please write down your supplementary interesting data:  [Answer 3][Interest level]","Please write down your supplementary interesting data:  [Answer 4][Data description]","Please write down your supplementary interesting data:  [Answer 4][Interest level]","Please write down your supplementary interesting data:  [Answer 5][Data description]","Please write down your supplementary interesting data:  [Answer 5][Interest level]","Please write down your supplementary interesting data:  [Answer 6][Data description]","Please write down your supplementary interesting data:  [Answer 6][Interest level]","Please write down your supplementary interesting data:  [Answer 7][Data description]","Please write down your supplementary interesting data:  [Answer 7][Interest level]","Please write down your supplementary interesting data:  [Answer 8][Data description]","Please write down your supplementary interesting data:  [Answer 8][Interest level]","Please write down your supplementary interesting data:  [Answer 9][Data description]","Please write down your supplementary interesting data:  [Answer 9][Interest level]","Please write down your supplementary interesting data:  [Answer 10][Data description]","Please write down your supplementary interesting data:  [Answer 10][Interest level]","Please write down your supplementary interesting data:  [Answer 11][Data description]","Please write down your supplementary interesting data:  [Answer 11][Interest level]","Please write down your supplementary interesting data:  [Answer 12][Data description]","Please write down your supplementary interesting data:  [Answer 12][Interest level]","Please write down your supplementary interesting data:  [Answer 13][Data description]","Please write down your supplementary interesting data:  [Answer 13][Interest level]","Please write down your supplementary interesting data:  [Answer 14][Data description]","Please write down your supplementary interesting data:  [Answer 14][Interest level]","Please write down your supplementary interesting data:  [Answer 15][Data description]","Please write down your supplementary interesting data:  [Answer 15][Interest level]","Please write down your supplementary interesting data:  [Answer 16][Data description]","Please write down your supplementary interesting data:  [Answer 16][Interest level]","Please write down your supplementary interesting data:  [Answer 17][Data description]","Please write down your supplementary interesting data:  [Answer 17][Interest level]","Please write down your supplementary interesting data:  [Answer 18][Data description]","Please write down your supplementary interesting data:  [Answer 18][Interest level]","Please write down your supplementary interesting data:  [Answer 19][Data description]","Please write down your supplementary interesting data:  [Answer 19][Interest level]","Please write down your supplementary interesting data:  [Answer 20][Data description]","Please write down your supplementary interesting data:  [Answer 20][Interest level]","Do you have any comment about the study, for example concerning the clarity of the instructions or technical issues you might have experienced?","Total time","Group time: Consent Form","Question time: ConsentFormAgree","Group time: Demographic Questions","Question time: GenderIdentification","Question time: AgeRange","Question time: AreaLiving","Group time: Familiarity with Swimming","Question time: WatchingFrequency","Question time: EventExtension","Group time: Background Introduction","Question time: BackgroundQuestion","Group time: Main Task","Question time: SwimmerMetadata","Question time: TimeDetail","Question time: SpeedDetail","Question time: DistanceDetail","Question time: RecordDetail","Question time: TechniqueDetail","Question time: PredictionDetail","Question time: ExternalDetail","Group time: Supplementary Interesting Data (Optional)","Question time: Other","Group time: General Comment (Optional)","Question time: GeneralComment"
"1","2022-02-22 15:28:25","7","en","656772708","2022-02-22 15:24:33","2022-02-22 15:28:25","Yes","Woman","","25-34","Europe","","All races","Some races","Some races","Almost all races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Extremely interested","Very interested","Extremely interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Moderately interested","Very interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Slightly interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Extremely interested","Moderately interested","Slightly interested","Slightly interested","heart beat","Very interested","breath","Slightly interetsed","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Super Clear","236.93","4.34","","6.07","","","","10.62","","","8.02","","143.39","","","","","","","","","44.92","","19.57",""
"8","2022-02-25 04:29:27","7","en","1887220246","2022-02-25 04:25:40","2022-02-25 04:29:27","Yes","Man","","18-24","Asia","","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Slightly interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Slightly interested","Slightly interested","Not interested at all","Slightly interested","Extremely interested","Not interested at all","Not interested at all","Extremely interested","Moderately interested","Not interested at all","Slightly interested","Not interested at all","Moderately interested","Not interested at all","Not interested at all","Moderately interested","Moderately interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","232.13","4.95","","14.57","","","","45.92","","","22.78","","116.62","","","","","","","","","19.84","","7.45",""
"24","2022-02-25 13:34:03","7","en","1520481558","2022-02-25 13:27:09","2022-02-25 13:34:03","Yes","Man","","25-34","Asia","","Some races","Some races","Some races","Some races","Some races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","No","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Slightly interested","Slightly interested","Very interested","Slightly interested","Moderately interested","Very interested","Slightly interested","Not interested at all","Very interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Slightly interested","Slightly interested","Moderately interested","Very interested","Very interested","Moderately interested","I do not know. / I did not understand the question.","Moderately interested","I do not know. / I did not understand the question.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","415.49","71.24","","15.39","","","","52.06","","","29.1","","158.3","","","","","","","","","62.27","","27.13",""
"28","2022-02-25 14:43:48","7","en","1430866974","2022-02-25 14:37:29","2022-02-25 14:43:48","Yes","Man","","25-34","Europe","","Almost all races","Some races","Some races","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Slightly interested","Extremely interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Very interested","Very interested","Extremely interested","Extremely interested","Extremely interested","Very interested","Not interested at all","Very interested","Moderately interested","Slightly interested","Very interested","Extremely interested","Moderately interested","Not interested at all","Extremely interested","Very interested","Slightly interested","Extremely interested","Extremely interested","Moderately interested","Very interested","I do not know. / I did not understand the question.","Slightly interested","Extremely interested","Extremely interested","Very interested","Not interested at all","Not interested at all","Not interested at all","the winner record for every match in history","Extremely interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","382.89","183.09","","14.96","","","","44.73","","","9.09","","84.98","","","","","","","","","37.74","","8.3",""
"29","2022-02-25 14:50:20","7","en","1343515990","2022-02-25 14:42:04","2022-02-25 14:50:20","Yes","Man","","25-34","Asia","","Some races","No races / I don't follow this event.","Some races","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Moderately interested","Not interested at all","Slightly interested","Slightly interested","Moderately interested","Slightly interested","Slightly interested","Moderately interested","Very interested","Moderately interested","Very interested","Moderately interested","Slightly interested","I do not know. / I did not understand the question.","Extremely interested","Moderately interested","Extremely interested","Extremely interested","Not interested at all","Not interested at all","Extremely interested","Very interested","Slightly interested","Very interested","Very interested","Very interested","Moderately interested","Moderately interested","Very interested","Extremely interested","Extremely interested","Very interested","Not interested at all","Moderately interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","500.1","9.26","","7.41","","","","17.85","","","59.89","","383.75","","","","","","","","","18.28","","3.66",""
"30","2022-02-25 15:02:02","7","en","1130570594","2022-02-25 14:51:53","2022-02-25 15:02:02","Yes","Man","","18-24","Asia","","Almost all races","Some races","No races / I don't follow this event.","Some races","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Extremely interested","Extremely interested","Moderately interested","Not interested at all","Slightly interested","Slightly interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Very interested","Very interested","Slightly interested","Moderately interested","Very interested","Moderately interested","Extremely interested","Extremely interested","Moderately interested","Extremely interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Very interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","The strokes used in each stage of the medley","Extremely interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","611.1","59.07","","51.97","","","","39.18","","","40.5","","174.87","","","","","","","","","239.03","","6.48",""
"39","2022-03-08 13:49:48","7","en","282235566","2022-03-08 13:42:41","2022-03-08 13:49:48","Yes","Woman","","25-34","Asia","","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Moderately interested","Very interested","Very interested","Moderately interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Not interested at all","Not interested at all","Very interested","Not interested at all","Very interested","Very interested","Extremely interested","Extremely interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","430.1","11.57","","15.04","","","","30.12","","","34.76","","321.67","","","","","","","","","13.07","","3.87",""
"41","2022-04-15 10:43:16","7","en","1068433393","2022-04-15 10:35:15","2022-04-15 10:43:16","Yes","Man","","35-44","Europe","","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Very interested","Very interested","Moderately interested","Very interested","Slightly interested","Slightly interested","Extremely interested","Moderately interested","Very interested","Very interested","Very interested","Very interested","Slightly interested","Slightly interested","Slightly interested","Moderately interested","Very interested","Slightly interested","Very interested","Very interested","Slightly interested","Not interested at all","Very interested","Moderately interested","Very interested","Moderately interested","Slightly interested","Moderately interested","Slightly interested","Moderately interested","Moderately interested","Moderately interested","Very interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Improvement compared to PB","Very interested","Relevant doping history","Very interested","Strokes per lap","Slightly interetsed","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","483.92","17.38","","15.71","","","","21.09","","","23.14","","225.42","","","","","","","","","166.03","","15.15",""
"42","2022-04-15 10:55:47","7","en","894041753","2022-04-15 10:51:39","2022-04-15 10:55:47","Yes","Man","","35-44","Europe","","Some races","Some races","No races / I don't follow this event.","No races / I don't follow this event.","No races / I don't follow this event.","Olympic","Some races","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Extremely interested","Very interested","Slightly interested","Slightly interested","Very interested","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Not interested at all","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Not interested at all","Not interested at all","Very interested","Slightly interested","Not interested at all","Moderately interested","Very interested","Very interested","Moderately interested","Extremely interested","Slightly interested","Very interested","Very interested","Extremely interested","Not interested at all","Not interested at all","Not interested at all","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","251.4","9.91","","10.69","","","","52.59","","","36.65","","129.54","","","","","","","","","8.01","","4.01",""
"46","2022-04-15 13:58:55","7","en","2097694636","2022-04-15 13:52:16","2022-04-15 13:58:55","Yes","Man","","25-34","Europe","","Some races","Almost all races","Almost all races","Almost all races","Almost all races","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","Yes","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Very interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Moderately interested","Slightly interested","Slightly interested","Slightly interested","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","Did not select","","402.38","14.6","","21.45","","","","268.55","","","28.19","","58.13","","","","","","","","","7.59","","3.87",""
